"ID_UNIDADE_OPERACIONAL","NM_UNIDADE_OPERACIONAL","ID_ENTIDADE","DS_COMPLEMENTO","CD_OPERACIONAL","ID_UNIDADE_OPERACIONAL_PAI","FL_CRIACAO_BO","FL_CRIACAO_BOF","FL_CRIACAO_BOI","FL_CRIACAO_IP","FL_TREINAMENTO","ID_PONTO_REFERENCIA"
92,DELEGACIA DE POLÍCIA DA 002ª CIRCUNSCRIÇÃO - BOA VISTA - DP2ªCIRC DIM/1ªDESEC,1,DP DE BOA VISTA,DP2ªCIRC DIM/1ªDESEC,32,S,S,N,N,N,
93,DELEGACIA DE POLÍCIA DA 003ª CIRCUNSCRIÇÃO - JOANA BEZERRA - DP3ªCIRC DIM/1ªDESEC,1,DP DE JOANA BEZERRA,DP3ªCIRC DIM/1ªDESEC,32,S,N,N,N,N,
94,DELEGACIA DE POLÍCIA DA 004ª CIRCUNSCRIÇÃO - ESPINHEIRO - DP4ªCIRC DIM/2ªDESEC,1,DP DE ESPINHEIRO,DP4ªCIRC DIM/2ªDESEC,33,S,S,N,N,N,
95,DELEGACIA DE POLÍCIA DA 005ª CIRCUNSCRIÇÃO - CASA AMARELA       -       DP5ªCIRC DIM/5ªDESEC,1,DP DE CASA AMARELA,DP5ªCIRC ,33,S,S,N,N,N,
96,DELEGACIA DE POLÍCIA DA 006ª CIRCUNSCRIÇÃO - CORDEIRO - DP6ªCIRC DIM/2ªDESEC,1,DP DE CORDEIRO,DP6ªCIRC DIM/2ªDESEC,33,S,S,N,N,N,
97,DELEGACIA DE POLÍCIA DA 007ª CIRCUNSCRIÇÃO - BOA VIAGEM - DP7ªCIRC DIM/3ªDESEC,1,DP DE BOA VIAGEM,DP7ªCIRC DIM/3ªDESEC,34,S,S,N,N,N,
98,DELEGACIA DE POLÍCIA DA 008ª CIRCUNSCRIÇÃO - JORDÃO - DP8ªCIRC DIM/3ªDESEC,1,DP DE JORDAO,DP8ªCIRC DIM/3ªDESEC,34,S,S,N,N,N,
99,DELEGACIA DE POLÍCIA DA 009ª CIRCUNSCRIÇÃO - IPSEP - DP9ªCIRC DIM/3ªDESEC,1,DP DE IPSEP,DP9ªCIRC DIM/3ªDESEC,34,S,S,N,N,N,
100,DELEGACIA DE POLÍCIA DA 010ª CIRCUNSCRIÇÃO - IBURA    -          DP10ªCIRC DIM/3ªDESEC,1,DP DE IBURA,DP10ªCIRC DIM/3ªDESEC,34,S,S,N,N,N,
101,DELEGACIA DE POLÍCIA DA 011ª CIRCUNSCRIÇÃO - AFOGADOS   -       DP11ªCIRC DIM/4ªDESEC,1,DP DE AFOGADOS,DP11ªCIRC DIM/4ªDESEC,35,S,S,N,N,N,
102,DELEGACIA DE POLÍCIA DA 012ª CIRCUNSCRIÇÃO - JARDIM SÃO PAULO      -         DP12ªCIRC DIM/4ªDESEC,1,DP DE TEJIPIO,DP12ªCIRC ,35,S,S,N,N,N,
103,DELEGACIA DE POLÍCIA DA 013ª CIRCUNSCRIÇÃO - MUSTARDINHA - DP13ªCIRC  DIM/4ªDESEC,1,DP DE MUSTARDINHA,DP13ªCIRC ,35,S,S,N,N,N,
104,DELEGACIA DE POLÍCIA DA 014ª CIRCUNSCRIÇÃO - VÁRZEA           -        DP14ªCIRC DIM/4ªDESEC,1,DP DE VARZEA,DP14ªCIRC ,35,S,S,N,N,N,
105,DELEGACIA DE POLÍCIA DA 015ª CIRCUNSCRIÇÃO - ALTO DO PASCOAL       -       DIM/5ªDESEC,1,DP DE ALTO PASCOAL,DP15ªCIRC ,36,S,S,N,N,N,
106,DELEGACIA DE POLÍCIA DA 016ª CIRCUNSCRIÇÃO - ÁGUA FRIA     -     DP16ªCIRC   DIM/2ªDESEC,1,DP DE AGUA FRIA,DP16ªCIRC DIM/2ªDESEC,33,S,S,N,N,N,
107,DELEGACIA DE POLÍCIA DA 017ª CIRCUNSCRIÇÃO - VASCO DA GAMA       -      DP17ªCIRC   DIM/5ªDESEC,1,DP DE VASCO DA GAMA,DP17ªCIRC,36,S,S,N,N,N,
108,DELEGACIA DE POLÍCIA DA 018ª CIRCUNSCRIÇÃO - MACAXEIRA      -       DP18ªCIRC   DIM/5ªDESEC,1,DP DE MACAXEIRA,DP18ªCIRC,36,S,S,N,N,N,
109,DELEGACIA DE POLÍCIA DA 019ª CIRCUNSCRIÇÃO - PRAZERES       -       DP19ªCIRC   DIM/6ªDESEC,1,DP DE PRAZERES,DP19ªCIRC,37,S,S,N,N,N,
110,DELEGACIA DE POLÍCIA DA 020ª CIRCUNSCRIÇÃO - JABOATÃO DOS GUARARAPES  -  DP20ªCIRC DIM/6ªDESEC,1,DP DE JABOATAO,DP20ªCIRC,37,S,S,N,N,N,
111,DELEGACIA DE POLÍCIA DA 021ª CIRCUNSCRIÇÃO - MORENO     -    DP21ªCIRC  DIM/6ªDESEC,1,DP DE MORENO,DP21ªCIRC,37,S,S,N,N,N,
112,DELEGACIA DE POLÍCIA DA 022ª CIRCUNSCRIÇÃO - PIEDADE       -   DP22ªCIRC  DIM/6ªDESEC,1,DP DE PIEDADE,DP22ªCIRC,37,S,N,N,N,N,
113,DELEGACIA DE POLÍCIA DA 023ª CIRCUNSCRIÇÃO - CAVALEIRO     -   DP23ªCIRC   DIM/6ªDESEC,1,DP DE CAVALEIRO,DP23ªCIRC,37,S,S,N,N,N,
114,DELEGACIA DE POLÍCIA DA 024ª CIRCUNSCRIÇÃO - VARADOURO       -   DP24ªCIRC   DIM/7ªDESEC,1,DP DE VARADOURO,DP24ªCIRC,38,S,S,N,N,N,
115,DELEGACIA DE POLÍCIA DA 025ª CIRCUNSCRIÇÃO - PEIXINHOS       -   DP25ªCIRC   DIM/7ªDESEC,1,DP DE PEIXINHOS,DP25ªCIRC,38,S,S,N,N,N,
116,DELEGACIA DE POLÍCIA DA 026ª CIRCUNSCRIÇÃO - RIO DOCE     -     DP26ªCIRC   DIM/7ªDESEC,1,DP DE RIO DOCE,DP26ªCIRC,38,S,N,N,N,N,
117,DELEGACIA DE POLÍCIA DA 027ª CIRCUNSCRIÇÃO - ABREU E LIMA     -         DP27ªCIRC   DIM/8ªDESEC,1,DP DE ABREU E LIMA,DP27ªCIRC ,39,S,S,N,N,N,
118,DELEGACIA DE POLÍCIA DA 028ª CIRCUNSCRIÇÃO - PAULISTA     -      DP28ªCIRC     DIM/8ªDESEC,1,DP DE PAULISTA,DP28ªCIRC,39,S,S,N,N,N,
119,DELEGACIA DE POLÍCIA DA 029ª CIRCUNSCRIÇÃO - IGARASSU       -      DP29ªCIRC  DIM/8ªDESEC,1,DP DE IGARASSU,DP29ªCIRC,39,S,S,N,N,N,
120,DELEGACIA DE POLÍCIA DA 030ª CIRCUNSCRIÇÃO - ITAMARACÁ       -       DP30ªCIRC     DIM/8ªDESEC,1,DP DE ITAMACARA,DP30ªCIRC,39,S,S,N,N,N,
121,DELEGACIA DE POLÍCIA DA 031ª CIRCUNSCRIÇÃO - ITAPISSUMA       -   DP31ªCIRC    DIM/8ªDESEC,1,DP DE ITAPISSUMA,DP31ªCIRC,39,S,S,N,N,N,
122,DELEGACIA DE POLÍCIA DA 032ª CIRCUNSCRIÇÃO - ENGENHO MARANGUAPE       -      DP32ªCIRC   DIM/8ªDESEC,1,DP DE ENGENHO MARANGUAPE,DP32ªCIRC,39,S,S,N,N,N,
123,DELEGACIA DE POLÍCIA DA 033ª CIRCUNSCRIÇÃO - CRUZ DE REBOUÇAS      -      DP33ªCIRC      DIM/8ªDESEC,1,DP DE CRUZ DE REBOUCAS,DP33ªCIRC,39,S,S,N,N,N,
124,DELEGACIA DE POLÍCIA DA 034ª CIRCUNSCRIÇÃO - MARIA FARINHA       -       DP34ªCIRC    DIM/8ªDESEC,1,DP DE MARIA FARINHA,DP34ªCIRC,39,S,S,N,N,N,
266,DELEGACIA DE POLÍCIA DA 176ª CIRCUNSCRIÇÃO - INGAZEIRA     -     DP176ªCIRC  DINTER2/20ªDESEC,1,DP DE INGAZEIRA,DP176ªCIRC,51,S,S,N,N,N,
267,DELEGACIA DE POLÍCIA DA 177ª CIRCUNSCRIÇÃO - SERRA TALHADA     -     DP177ªCIRC  DINTER2/21ªDESEC,1,DP DE SERRA TALHADA,DP177ªCIRC,52,S,S,N,N,N,
268,DELEGACIA DE POLÍCIA DA 178ª CIRCUNSCRIÇÃO - SÃO JOSÉ DO BELMONTE   -  DP178ªCIRC  DINTER2/21ªDESEC,1,DP DE SAO JOSE DO BELMONTE,DP178ªCIRC,52,S,S,N,N,N,
269,DELEGACIA DE POLÍCIA DA 179ª CIRCUNSCRIÇÃO - FLORES     -    DP179ªCIRC  DINTER2/21ªDESEC,1,DP DE FLORES,DP179ªCIRC,52,S,S,N,N,N,
270,DELEGACIA DE POLÍCIA DA 180ª CIRCUNSCRIÇÃO - CARNAIBA     -     DP101ªCIRC  DINTER2/20ªDESEC,1,DP DE CARNAIBA,DP101ªCIRC,51,S,S,N,N,N,
271,DELEGACIA DE POLÍCIA DA 181ª CIRCUNSCRICAO - TRIUNFO     -     DP181ªCIRC  DINTER2/21ªDESEC,1,DP DE TRIUNFO,DP181ªCIRC,52,S,S,N,N,N,
272,DELEGACIA DE POLÍCIA DA 182ª CIRCUNSCRIÇÃO - BETÂNIA     -     DP182ªCIRC  DINTER2/21ªDESEC,1,DP DE BETANIA,DP182ªCIRC,53,S,S,N,N,N,
273,DELEGACIA DE POLÍCIA DA 183ª CIRCUNSCRIÇÃO - SANTA CRUZ DA BAIXA VERDE - DP183ªCIRC DINTER2/21ªDESEC,1,DP DE SANTA CRUZ DA BAIXA VERDE,DP183ªCIRC,52,S,S,N,N,N,
274,DELEGACIA DE POLÍCIA DA 184ª CIRCUNSCRIÇÃO - CALUMBI     -     DP184ªCIRC  DINTER2/21ªDESEC,1,DP DE CALUMBI,DP184ªCIRC,52,S,S,N,N,N,
275,DELEGACIA DE POLÍCIA DA 185ª CIRCUNSCRIÇÃO - QUIXABA     -     DP185ªCIRC  DINTER2/20ªDESEC,1,DP DE QUIXABA,DP185ªCIRC,52,S,S,N,N,N,
276,DELEGACIA DE POLÍCIA DA 186ª CIRCUNSCRIÇÃO - PETROLÂNDIA     -     DP186ªCIRC  DINTER2/22ªDESEC,1,DP DE PETROLANDIA,DP186ªCIRC,53,S,S,N,N,N,
277,DELEGACIA DE POLÍCIA DA 187ª CIRCUNSCRIÇÃO - FLORESTA     -     DP187ªCIRC  DINTER2/22ªDESEC,1,DP DE FLORESTA,DP187ªCIRC,53,S,S,N,N,N,
278,DELEGACIA DE POLÍCIA DA 188ª CIRCUNSCRIÇÃO - BELÉM DE SÃO FRANCISCO  -   DP188ªCIRC DINTER2/22ªDESEC,1,DP DE BELEM DE SAO FRANCISCO,DP188ªCIRC,53,S,S,N,N,N,
279,DELEGACIA DE POLÍCIA DA 189ª CIRCUNSCRIÇÃO - TACARATU     -     DP189ªCIRC  DINTER2/22ªDESEC,1,DP DE TACARATU,DP189ªCIRC,53,S,S,N,N,N,
280,DELEGACIA DE POLÍCIA DA 190ª CIRCUNSCRIÇÃO - JATOBÁ     -     DP190ªCIRC  DINTER2/22ªDESEC,1,DP DE JATOBA,DP190ªCIRC,53,S,S,N,N,N,
281,DELEGACIA DE POLÍCIA DA 191ª CIRCUNSCRIÇÃO - CARNAUBEIRA DA PENHA   -   DP191ªCIRC  DINTER2/22ªDESEC,1,DP DE CARNAUBEIRA DA PENHA,DP191ªCIRC,53,S,S,N,N,N,
282,DELEGACIA DE POLÍCIA DA 192ª CIRCUNSCRIÇÃO - ITACURUBA     -     DP192ªCIRC  DINTER2/22ªDESEC,1,DP DE ITACURUBA,DP192ªCIRC,53,S,S,N,N,N,
283,DELEGACIA DE POLÍCIA DA 193ª CIRCUNSCRIÇÃO - SALGUEIRO     -     DP193ªCIRC  DINTER2/23ªDESEC,1,DP DE SALGUEIRO,DP193ªCIRC,54,S,S,N,N,N,
284,DELEGACIA DE POLÍCIA DA 194ª CIRCUNSCRIÇÃO - PARNAMIRIM    -    DP194CIRC  DINTER2/23ªDESEC,1,DP DE PARNAMIRIM,DP194CIRC,54,S,S,N,N,N,
285,DELEGACIA DE POLÍCIA DA 195ª CIRCUNSCRIÇÃO - SERRITA      -     DP195ªCIRC  DINTER2/23ªDESEC,1,DP DE SERRITA,DP195ªCIRC,54,S,S,N,N,N,
286,DELEGACIA DE POLÍCIA DA 196ª CIRCUNSCRIÇÃO - MIRANDIBA     -     DP196ªCIRC  DINTER2/23ªDESEC,1,DP DE MIRANDIBA,DP196ªCIRC,54,S,S,N,N,N,
287,DELEGACIA DE POLÍCIA DA 197ª CIRCUNSCRIÇÃO - CEDRO     -     DP197ªCIRC  DINTER2/23ªDESEC,1,DP DE CEDRO,DP197ªCIRC,54,S,S,N,N,N,
288,DELEGACIA DE POLÍCIA DA 198ª CIRCUNSCRIÇÃO - VERDEJANTE     -     DP198ªCIRC  DINTER2/23ªDESEC,1,DP DE VERDEJANTE,DP198ªCIRC,54,S,S,N,N,N,
289,DELEGACIA DE POLÍCIA DA 199ª CIRCUNSCRIÇÃO - TERRA NOVA     -     DP199ªCIRC  DINTER2/23ªDESEC,1,DP DE TERRA NOVA,DP199ªCIRC,54,S,S,N,N,N,
290,DELEGACIA DE POLÍCIA DA 200ª CIRCUNSCRIÇÃO - ARARIPINA    -     DP200ªCIRC  DINTER2/24ªDESEC,1,DP DE ARARIPINA,DP200ªCIRC,55,S,S,N,N,N,
291,DELEGACIA DE POLÍCIA DA 201ª CIRCUNSCRIÇÃO - OURICURI     -     DP201ªCIRC  DINTER2/24ªDESEC,1,DP DE OURICURI,DP201ªCIRC,55,S,S,N,N,N,
292,DELEGACIA DE POLÍCIA DA 202ª CIRCUNSCRIÇÃO - EXU     -     DP202ªCIRC  DINTER2/24ªDESEC,1,DP DE EXU,DP202ªCIRC,55,S,S,N,N,N,
293,DELEGACIA DE POLÍCIA DA 203ª CIRCUNSCRIÇÃO - BODOCÓ     -     DP203ªCIRC  DINTER2/24ªDESEC,1,DP DE BODOCO,DP203ªCIRC,55,S,S,N,N,N,
294,DELEGACIA DE POLÍCIA DA 204ª CIRCUNSCRIÇÃO - IPUBI     -     DP204ªCIRC  DINTER2/24ªDESEC,1,DP DE IPUBI,DP204ªCIRC,55,S,S,N,N,N,
295,DELEGACIA DE POLÍCIA DA 205ª CIRCUNSCRIÇÃO - TRINDADE     -     DP205ªCIRC  DINTER2/24ªDESEC,1,DP DE TRINDADE,DP205ªCIRC,55,S,S,N,N,N,
296,DELEGACIA DE POLÍCIA DA 206ª CIRCUNSCRIÇÃO - SANTA FILOMENA     -     DP206ªCIRC  DINTER2/24ªDESEC,1,DP DE SANTA FILOMENA,DP206ªCIRC,55,S,S,N,N,N,
297,DELEGACIA DE POLÍCIA DA 207ª CIRCUNSCRIÇÃO - SANTA CRUZ DE MALTA   -   DP207ªCIRC  DINTER2/24ªDESEC,1,DP DE SANTA CRUZ DE MALTA,DP207ªCIRC,55,S,S,N,N,N,
298,DELEGACIA DE POLÍCIA DA 208ª CIRCUNSCRIÇÃO - MOREILÂNDIA     -     DP208ªCIRC  DINTER2/24ªDESEC,1,DP DE MOREILANDIA,DP208ªCIRC,55,S,S,N,N,N,
299,DELEGACIA DE POLÍCIA DA 209ª CIRCUNSCRIÇÃO - GRANITO     -     DP209ªCIRC  DINTER2/24ªDESEC,1,DP DE GRANITO,DP209ªCIRC,55,S,S,N,N,N,
300,DELEGACIA DE POLÍCIA DA 210ª CIRCUNSCRIÇÃO - SANTA MARIA DA BOA VISTA - DP210ªCIRC  DINTER2/25ªDESEC,1,DP DE SANTA MARIA DA BOA VISTA,DP210ªCIRC,56,S,S,N,N,N,
301,DELEGACIA DE POLÍCIA DA 211ª CIRCUNSCRIÇÃO - CABROBÓ     -     DP211ªCIRC  DINTER2/25ªDESEC,1,DP DE CABROBO,DP211ªCIRC,56,S,S,N,N,N,
302,DELEGACIA DE POLÍCIA DA 212ª CIRCUNSCRIÇÃO - OROCÓ     -     DP212ªCIRC  DINTER2/25ªDESEC,1,DP DE OROCO,DP212ªCIRC,56,S,S,N,N,N,
303,DELEGACIA DE POLÍCIA DA 213ª CIRCUNSCRIÇÃO - PETROLINA     -    DP213ªCIRC  DINTER2/26ªDESEC,1,DP DE PETROLINA,DP213ªCIRC,57,S,S,N,N,N,
304,DELEGACIA DE POLÍCIA DA 214ª CIRCUNSCRIÇÃO - PETROLINA     -     DP214ªCIRC  DINTER2/26ªDESEC,1,DP DE PETROLINA,DP214ªCIRC,57,S,S,N,N,N,
305,DELEGACIA DE POLÍCIA DA 215ª CIRCUNSCRIÇÃO - LAGOA GRANDE     -     DP215ªCIRC   DINTER2/26ªDESEC,1,DP DE LAGOA GRANDE,DP215ªCIRC,57,S,S,N,N,N,
306,DELEGACIA DE POLÍCIA DA 216ª CIRCUNSCRIÇÃO - AFRÂNIO     -     DP216ªCIRC  DINTER2/26ªDESEC,1,DP DE AFRANIO,DP216ªCIRC,57,S,S,N,N,N,
307,DELEGACIA DE POLÍCIA DA 217ª CIRCUNSCRIÇÃO - DORMENTES     -     P217ªCIRC  DINTER2/26ªDESEC,1,DP DE DORMENTES,DP217ªCIRC,57,S,S,N,N,N,
91,DELEGACIA DE POLÍCIA DA 001ª CIRCUNSCRIÇÃO - RIO BRANCO - DP1ªCIRC DIM/1ªDESEC,1,DP DE RIO BRANCO,DP1ªCIRC DIM/1ªDESEC,32,S,S,N,N,N,
125,DELEGACIA DE POLÍCIA DA 035ª CIRCUNSCRIÇÃO - ARACOIABA       -     DP35ªCIRC  DIM/8ªDESEC,1,DP DE ARACOIABA,DP35ªCIRC,39,S,N,N,N,N,
126,DELEGACIA DE POLÍCIA DA 036ª CIRCUNSCRIÇÃO - FERNANDO DE NORONHA     -     DP36ªCIRC   DIRESP,1,DP DE FERNANDO DE NORONHA,DP36ªCIRC,4122,S,S,N,N,N,
127,DELEGACIA DE POLÍCIA DA 037ª CIRCUNSCRIÇÃO - CAMARAGIBE      -      DP37ªCIRC  DIM/9ªDESEC,1,DP DE CAMARAGIBE,DP37ªCIRC,40,S,S,N,N,N,
128,DELEGACIA DE POLÍCIA DA 038ª CIRCUNSCRIÇÃO - SÃO LOURENÇO DA MATA     -     DP38ªCIRC   DIM/9ªDESEC,1,DP DE SAO LOURENCO DA MATA,DP38ªCIRC,40,S,S,N,N,N,
129,DELEGACIA DE POLÍCIA DA 039ª CIRCUNSCRIÇÃO - ALDEIA     -     DP39ªCIRC    DIM/9ªDESEC,1,DP DE ALDEIA,DP39ªCIRC,40,S,N,N,N,N,
130,DELEGACIA DE POLÍCIA DA 040ª CIRCUNSCRIÇÃO - CABO DE SANTO AGOSTINHO    -    DP40ªCIRC  DIM/10ªDESEC,1,DP DE CABO DE SANTO AGOSTINHO,DP40ªCIRC,41,S,S,N,N,N,
131,DELEGACIA DE POLÍCIA DA 041ª CIRCUNSCRIÇÃO - PONTE DOS CARVALHOS      -      DP41ªCIRC  DIM/10ªDESEC,1,DP DE PONTE DOS CARVALHOS,DP41ªCIRC,41,S,S,N,N,N,
132,DELEGACIA DE POLÍCIA DA 042ª CIRCUNSCRIÇÃO - IPOJUCA     -     DP42ªCIRC   DIM/10ªDESEC,1,DP DE IPOJUCA,DP42ªCIRC,41,S,S,N,N,N,
133,DELEGACIA DE POLÍCIA DA 043ª CIRCUNSCRIÇÃO - PORTO DE GALINHAS     -     DP43ªCIRC  DIM/10ªDESEC,1,DP DE PORTO DE GALINHAS,DP43ªCIRC,41,S,S,N,N,N,
134,DELEGACIA DE POLÍCIA DA 044ª CIRCUNSCRIÇÃO - GOIANA    -    DP44ªCIRC  DINTER1/11ªDESEC,1,DP DE GOIANA,DP44ªCIRC,42,S,S,N,N,N,
135,DELEGACIA DE POLÍCIA DA 045ª CIRCUNSCRIÇÃO - CARPINA     -     DP45ªCIRC  DINTER1/11ªDESEC,1,DP DE CARPINA,DP45ªCIRC,42,S,S,N,N,N,
136,DELEGACIA DE POLÍCIA DA 046ª CIRCUNSCRIÇÃO - TIMBAUBA     -     DP46ªCIRC  DINTER1/11ªDESEC,1,DP DE TIMBAUBA,DP46ªCIRC,42,S,S,N,N,N,
137,DELEGACIA DE POLÍCIA DA 047ª CIRCUNSCRIÇÃO - PAUDALHO     -     DP47ªCIRC  DINTER1/11ªDESEC,1,DP DE PAUDALHO,DP47ªCIRC,42,S,S,N,N,N,
138,DELEGACIA DE POLÍCIA DA 048ª CIRCUNSCRIÇÃO - ALIANÇA     -     DP48ªCIRC  DINTER1/11ªDESEC,1,DP DE ALIANCA,DP48ªCIRC,42,S,S,N,N,N,
139,DELEGACIA DE POLÍCIA DA 049ª CIRCUNSCRIÇÃO - ITAMBÉ     -     DP49ªCIRC  DINTER1/11ªDESEC,1,DP DE ITAMBE,DP49ªCIRC,42,S,S,N,N,N,
140,DELEGACIA DE POLÍCIA DA 050ª CIRCUNSCRIÇÃO - NAZARÉ DA MATA     -     DP50ªCIRC  DINTER1/11ªDESEC,1,DP DE NAZARE DA MATA,DP50ªCIRC,42,S,S,N,N,N,
141,DELEGACIA DE POLÍCIA DA 051ª CIRCUNSCRIÇÃO - VICÊNCIA     -     DP51ªCIRC  DINTER1/11ªDESEC,1,DP DE VICENCIA,DP51ªCIRC,42,S,S,N,N,N,
142,DELEGACIA DE POLÍCIA DA 052ª CIRCUNSCRIÇÃO - MACAPARANA     -     DP52ªCIRC DINTER1/11ªDESEC,1,DP DE MACAPARANA,DP52ªCIRC,42,N,S,N,N,N,
143,DELEGACIA DE POLÍCIA DA 053ª CIRCUNSCRIÇÃO - CONDADO     -     DP53ªCIRC  DINTER1/11ªDESEC,1,DP DE CONDADO,DP53ªCIRC,42,S,S,N,N,N,
144,DELEGACIA DE POLÍCIA DA 054ª CIRCUNSCRIÇÃO - LAGOA DE ITAENGA     -     DP54ªCIRC  DINTER1/11ªDESEC,1,DP DE LAGOA DE ITAENGA,DP54ªCIRC,42,S,S,N,N,N,
145,DELEGACIA DE POLÍCIA DA 055ª CIRCUNSCRIÇÃO - ITAQUITINGA     -     DP55ªCIRC  DINTER1/11ªDESEC,1,DP DE ITAQUITINGA,DP55ªCIRC,42,S,S,N,N,N,
146,DELEGACIA DE POLÍCIA DA 056ª CIRCUNSCRIÇÃO - LAGOA DO CARRO     -     DP56ªCIRC  DINTER1/11ªDESEC,1,DP DE LAGOA DO CARRO,DP56ªCIRC,42,S,S,N,N,N,
147,DELEGACIA DE POLÍCIA DA 057ª CIRCUNSCRIÇÃO - TRACUNHAÉM     -     DP57ªCIRC  DINTER1/11ªDESEC,1,DP DE TRACUNHAEM,DP57ªCIRC,42,S,S,N,N,N,
148,DELEGACIA DE POLÍCIA DA 058ª CIRCUNSCRIÇÃO - BUENOS AIRES   -     DP58ªCIRC  DINTER1/11ªDESEC,1,DP DE BUENOS AIRES,DP58ªCIRC,42,N,S,N,N,N,
149,DELEGACIA DE POLÍCIA DA 059ª CIRCUNSCRIÇÃO - FERREIROS     -     DP59ªCIRC  DINTER1/11ªDESEC,1,DP DE FERREIROS,DP59ªCIRC,42,N,S,N,N,N,
150,DELEGACIA DE POLÍCIA DA 060ª CIRCUNSCRIÇÃO - CAMUTANGA     -     DP60ªCIRC  DINTER1/11ªDESEC,1,DP DE CAMUTANGA,DP60ªCIRC,42,S,S,N,N,N,
151,DELEGACIA DE POLÍCIA DA 061ª CIRCUNSCRIÇÃO - VITÓRIA DE SANTO ANTÃO   -  DP61ªCIRC  DINTER1/12ªDESEC,1,DP DE VITORIA DE SANTO ANTAO,DP61ªCIRC,43,S,S,N,N,N,
152,DELEGACIA DE POLÍCIA DA 062ª CIRCUNSCRIÇÃO - GRAVATÁ     -     DP62ªCIRC  DINTER1/12ªDESEC,1,DP DE GRAVATA,DP62ªCIRC,43,S,S,N,N,N,
153,DELEGACIA DE POLÍCIA DA 063ª CIRCUNSCRIÇÃO - ESCADA     -     DP63ªCIRC  DINTER1/12ªDESEC,1,DP DE ESCADA,DP63ªCIRC,43,S,S,N,N,N,
154,DELEGACIA DE POLÍCIA DA 064ª CIRCUNSCRIÇÃO - GLORIA DO GOITÁ     -     DP64ªCIRC  DINTER1/12ªDESEC,1,DP DE GLORIA DE GOITA,DP64ªCIRC,43,N,S,N,N,N,
155,DELEGACIA DE POLÍCIA DA 065ª CIRCUNSCRIÇÃO - POMBOS     -     DP65ªCIRC  DINTER1/12ªDESEC,1,DP DE POMBOS,DP65ªCIRC,43,S,S,N,N,N,
156,DELEGACIA DE POLÍCIA DA 066ª CIRCUNSCRIÇÃO - AMARAJI     -     DP66ªCIRC  DINTER1/12ªDESEC,1,DP DE AMARAJI,DP66ªCIRC,43,S,S,N,N,N,
157,DELEGACIA DE POLÍCIA DA 067ª CIRCUNSCRIÇÃO - CHÃ GRANDE     -     DP67ªCIRC  DINTER1/12ªDESEC,1,DP DE CHA GRANDE,DP67ªCIRC,43,S,S,N,N,N,
158,DELEGACIA DE POLÍCIA DA 068ª CIRCUNSCRIÇÃO - PRIMAVERA     -     DP68ªCIRC  DINTER1/12ªDESEC,1,DP DE PRIMAVERA,DP68ªCIRC,43,S,S,N,N,N,
159,DELEGACIA DE POLÍCIA DA 069ª CIRCUNSCRIÇÃO - CHÃ DE ALEGRIA     -     DP69ªCIRC  DINTER1/12ªDESEC,1,DP DE CHA DE ALEGRIA,DP69ªCIRC,43,S,S,N,N,N,
160,DELEGACIA DE POLÍCIA DA 070ª CIRCUNSCRIÇÃO - PALMARES     -     DP70ªCIRC  DINTER1/13ªDESEC,1,DP DE PALMARES,DP70ªCIRC,44,S,S,N,N,N,
161,DELEGACIA DE POLÍCIA DA 071ª CIRCUNSCRIÇÃO - RIBEIRÃO     -     DP71ªCIRC  DINTER1/13ªDESEC,1,DP DE RIBEIRAO,DP71ªCIRC,44,S,S,N,N,N,
162,DELEGACIA DE POLÍCIA DA 072ª CIRCUNSCRIÇÃO - BARREIROS     -     DP72ªCIRC  DINTER1/13ªDESEC,1,DP DE BARREIROS,DP72ªCIRC,44,S,S,N,N,N,
163,DELEGACIA DE POLÍCIA DA 073ª CIRCUNSCRIÇÃO - SIRINHAÉM     -     DP73ªCIRC DINTER1/13ªDESEC,1,DP DE SERINHAEM,DP73ªCIRC,44,S,S,N,N,N,
164,DELEGACIA DE POLÍCIA DA 074ª CIRCUNSCRIÇÃO - CATENDE     -     DP74ªCIRC  DINTER1/13ªDESEC,1,DP DE CATENDE,DP74ªCIRC,44,S,S,N,N,N,
165,DELEGACIA DE POLÍCIA DA 075ª CIRCUNSCRIÇÃO - ÁGUA PRETA     -     DP75ªCIRC  DINTER1/13ªDESEC,1,DP DE AGUA PRETA,DP75ªCIRC,44,S,S,N,N,N,
166,DELEGACIA DE POLÍCIA DA 076ª CIRCUNSCRIÇÃO - GAMELEIRA     -     DP76ªCIRC  DINTER1/13ªDESEC,1,DP DE GAMELEIRA,DP76ªCIRC,44,S,S,N,N,N,
167,DELEGACIA DE POLÍCIA DA 077ª CIRCUNSCRIÇÃO - QUIPAPA     -     DP77ªCIRC  DINTER1/13ªDESEC,1,DP DE QUIPAPA,DP77ªCIRC,44,S,S,N,N,N,
168,DELEGACIA DE POLÍCIA DA 078ª CIRCUNSCRIÇÃO - RIO FORMOSO     -     DP78ªCIRC  DINTER1/13ªDESEC,1,DP DE RIO FORMOSO,DP78ªCIRC,44,S,S,N,N,N,
169,DELEGACIA DE POLÍCIA DA 079ª CIRCUNSCRIÇÃO - TAMANDARÉ     -     DP79ªCIRC  DINTER1/13ªDESEC,1,DP DE TAMANDARE,DP79ªCIRC,44,S,S,N,N,N,
