"ID_UNIDADE_OPERACIONAL","NM_UNIDADE_OPERACIONAL","ID_ENTIDADE","DS_COMPLEMENTO","CD_OPERACIONAL","ID_UNIDADE_OPERACIONAL_PAI","FL_CRIACAO_BO","FL_CRIACAO_BOF","FL_CRIACAO_BOI","FL_CRIACAO_IP","FL_TREINAMENTO","ID_PONTO_REFERENCIA"
4152,"DINTER2 - 25ª DELEGACIA DE POLÍCIA DE HOMICÍDIOS - PETROLINA, DA 25A DPH-SERTÃO",1,,DINTER2 - 25ª DPH - PETROLINA,4117,S,N,N,N,N,
4157,DENARC - 7ª DELEGACIA DE POLICIA DE REPRESSÃO AO NARCOTRÁFICO - 7ªDPRN ,1,,"7ªDPRN ",4122,N,N,N,N,N,
4158,DENARC - 8ª DELEGACIA DE POLICIA DE REPRESSÃO AO NARCOTRÁFICO - 8ªDPRN ,1,,"8ªDPRN",4122,S,N,N,N,N,
4182,SETOR DE CUMPRIMENTO DE MANDADOS,22,,,,N,N,N,N,N,
4193,DPRF - SERRA TALHADA,15,,DPRF,,N,N,N,N,N,
4196,DELEGACIA DE SALGUEIRO,11,,DPF,,N,N,N,N,N,
4197,DELEGACIA DE CARUARU,11,,DPF,,N,N,N,N,N,
4376,DELEGACIA DE REPRESSAO A INTOLERANCIA ESPORTIVA - DPRIE (UNIDADE MOVEL - ARRUDA),1,,DPRIE - UNIDADE MOVEL - ARRUDA,2173,S,N,N,N,N,
4378,DELEGACIA DE REPRESSAO A INTOLERANCIA ESPORTIVA - DPRIE (UNIDADE MOVEL - AFLITOS),1,,DPRIE - UNIDADE MOVEL - AFLITOS,2173,S,N,N,N,N,
4379,DEPARTAMENTO ESTADUAL DE TRÂNSITO DE PERNAMBUCO - DETRAN-PE,78,,DETRAN-PE,2107,N,N,N,N,N,
4382,SUINT- SUPERINTENDÊNCIA DE INTELIGENCIA LEGISLATIVA,80,,SUINT,,S,S,N,N,N,
